smi,mw
Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,363.223
CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,409.9210000000002
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O,284.27200000000005
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,473.49300000000034
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,463.5000000000003
CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,473.58000000000015
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,348.3770000000001
CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,374.37400000000014
Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,260.221
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,753.9409999999998
COc1cc2c(cc1OC)CN(CCc1ccc(-n3nnc(-c4cc(OC)c(OC)cc4NC(=O)c4cc(=O)c5ccccc5o4)n3)cc1)CC2,688.7410000000001
Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1,453.5720000000004
CNCCC=C1c2ccccc2CCc2ccccc21,263.384
Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1,512.6830000000002
CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,461.6100000000002
O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,388.85100000000017
CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,532.6490000000002
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,572.559
Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1,402.4480000000002
CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,301.3940000000001
O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,311.297
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,822.9419999999996
Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,612.6500000000003
NNCCc1ccccc1,136.19799999999998
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,318.5010000000001
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,410.5830000000001
CS(=O)(=O)OCCCCOS(C)(=O)=O,246.306
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,344.49500000000006
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,331.17600000000004
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.315
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,260.253
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,250.301
CCCCNCC(O)c1ccc(O)cc1,209.289
Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,576.6270000000001
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,544.7370000000002
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,821.1410000000001
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,211.221
NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,295.358
CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,312.369
C[N+](C)(C)C[C@H](O)CC(=O)[O-],161.20099999999996
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,287.36299999999994
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,284.408
COc1ccc2[nH]cc(CCN(C)C)c2c1,218.29999999999995
NCCc1ccc(O)c(O)c1,153.18099999999998
CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)[C@H]1C(=O)NO,414.50500000000017
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,488.5520000000004
N,17.031
CCCn1c(=O)c2nc(C34CC5CC(CC3C5)C4)[nH]c2n(CCC)c1=O,356.4700000000001
O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,459.57100000000014
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.3700000000002
N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,229.631
Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,228.21500000000003
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,465.5500000000004
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,276.21399999999994
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,286.23900000000003
CC(C)(C)C(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,414.5860000000002
NC(=O)NC(=O)Cc1ccccc1,178.191
O=C(O)C1(Cc2cccc(Nc3nccs3)n2)CCC(Oc2cccc(Cl)c2F)CC1,461.94600000000025
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.4670000000002
COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,383.3760000000001
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.4350000000002
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.356
Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,397.75800000000015
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,384.24500000000006
O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,248.235
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,298.42600000000004
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,325.4339999999999
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,344.4950000000001
Oc1ncc(N(CCCl)CCCl)c(O)n1,252.101
Nc1nc(=O)[nH]cc1F,129.09399999999997
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,361.8250000000001
CC(C)NCC(O)c1ccc(O)c(O)c1,211.261
CCCc1cc(=O)[nH]c(=S)[nH]1,170.237
Cc1cc(F)c2[nH]c(=O)n(C3CCN(C4CCOCC4)CC3)c2c1,333.4070000000001
CC/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/CSCC(=O)C(F)(F)F,386.523
C[C@@H]1COCCN1c1cc([C@@]2(O)C[C@@H]3CC[C@H](C2)O3)c2cnn(-c3cc[nH]n3)c2n1,410.47800000000007
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,387.88600000000014
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,416.1350000000001
O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,236.202
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,296.153
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.47900000000004
O=C1C=CC2C(=C1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,332.3110000000001
CC(C)OC(=O)[C@H](C)NP(=S)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,543.5350000000002
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,610.5650000000002
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,414.4830000000001
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,546.6230000000003
C[C@H](NC(=O)C(C)(F)F)[C@H](Oc1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1)c1ccc2c(c1)OCCO2,606.6260000000002
C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,416.6460000000002
O=[N+]([O-])c1nccn1CC(O)CF,189.146
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,415.43300000000016
CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,473.61700000000025
CCc1c2c(nc3ccc(OC(=O)N4CCC(CCn5ccc6cc(-n7c(-c8cc(C(C)C)c(O)cc8O)n[nH]c7=O)ccc65)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,879.9709999999997
CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,447.4650000000001
O=C(O)CCCCN(CCc1ccccc1OCc1ccc(CCc2ccccc2)cc1)Cc1ccc(C(=O)O)cc1,565.7100000000004
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,755.987
CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,641.0250000000002
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,441.4630000000002
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,574.056
Cn1ncc(S(=O)(=O)N2CC[C@H]3Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)n1,589.575
N[C@@H](Cc1ccc(OCC[18F])cc1)C(=O)O,226.237938
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.63800000000026
Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O,249.252
Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,399.4940000000001
Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,348.42100000000005
O=C(O)CCc1ccc(S(=O)(=O)CCc2c(CCNS(=O)(=O)Cc3ccccc3C(F)(F)F)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1,823.355
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,324.37700000000007
CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,462.5540000000002
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC/C(=N\O)[C@](C)(CCCO)[C@H]3CC[C@@]21C,405.66700000000026
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,396.3320000000001
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,507.67200000000014
CO[C@@H]1[C@H](OP(=O)(S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,587.5080000000003
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,631.5980000000003
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,627.6430000000001
OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,432.5170000000005
C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,430.54100000000017
C[C@H](Oc1ccc(-c2nc(-c3ccc4[nH]cnc4c3)no2)cc1C(F)(F)F)C(F)(F)F,442.319
CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1,390.53200000000027
CC(C)(C)c1nc(N2CCN(CCCSc3nccc(O)n3)CC2)cc(C(F)(F)F)n1,456.5380000000001
[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H],401.55391600200016
C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,234.38699999999992
O=c1cc(-c2ccccc2)oc2ccccc12,222.243
N[C@@H](CCC(=O)O)C(=O)O,147.13
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,347.37800000000004
CCCCOc1c(OCCCC)c(=O)c1=O,226.272
CN1C2CC(OC(=O)C(O)(CO)c3ccccc3)CC1C1OC12,319.3570000000001
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,412.5290000000003
COCCc1ccc(OCC(O)CNC(C)C)cc1,267.369
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.43700000000024
CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc4c(c3)OCO4)C[C@@]21C,430.54400000000015
Nc1nc(=O)c2c([nH]1)NCC1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CN21,457.4470000000002
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,368.5240000000001
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,432.5030000000002
COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,362.4220000000001
Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21,518.421
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,615.4029999999999
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.136
C[N+](C)(C)CC(=O)O,118.15599999999998
Cn1c(Nc2c(Cl)ccc(CNC(=O)C(C)(C)C)c2Cl)nc2cc(C(=O)N[C@H]3CC[C@H](C(F)(F)F)CC3)c(OCC(F)F)cc21,678.5300000000002
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,244.222
CC(C)(C)OC(=O)NCCN1CC2CN(C[C@H](O)COc3ccc(C#N)cc3)CC(C1)O2,446.5480000000002
CCN(CC)Cc1ccc(OCC[C@H]2CCC3C4C(CC[C@@]32C)c2ccc(O)cc2C[C@H]4C)c(OC)c1,505.74300000000034
NC1=NCC2c3ccccc3Cc3ccccc3N12,249.317
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,371.82700000000006
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.471
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,347.2420000000001
NCCN,60.09999999999999
CC(Cl)(Cl)Cl,133.405
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,356.227
CC(=O)O[C@H]1C(=O)[C@]23C[C@H]2C[C@H]2OC[C@@]2(OC(C)=O)[C@H]3[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,831.9119999999999
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,259.34899999999993
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,391.46700000000016
C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1,410.9200000000001
CC(=O)Nc1nc(F)c(CN2CC[C@H](OCc3noc(C)n3)C[C@@H]2C)s1,383.4490000000001
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,299.37000000000006
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.8720000000001
Cc1nc(Nc2cccc(N3CCCC3=O)n2)sc1-c1cc2c(c(S(C)(=O)=O)c1)C(=O)N([C@@H](C)C1CC1)C2,551.6940000000001
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,286.20200000000006
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)C/C=C/C(O)(CC)CC)=CCC23)C[C@@H](O)C[C@@H]1O,440.6680000000003
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,490.52300000000014
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4,282.336
C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.4530000000001
Cc1cn(C(=O)c2c(-c3c(Cl)cc(Cl)cc3Cl)noc2C(C)(C)F)c2cccc(/C=C/C(=O)O)c12,535.7860000000002
C[C@@H]1CC[C@@H](Nc2nc(NC(C)(C)C)ncc2C(N)=O)C[C@H]1O,321.42500000000007
CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,392.5400000000002
COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC,500.47700000000015
CC1OC2(CS1)CN1CCC2CC1,199.319
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)(C)O,412.6580000000001
O[B-]1(O)OO[B-](O)(O)OO1,153.648
CCN1CCC(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)CC1,391.5370000000004
C[C@@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,475.5430000000001
CC(=O)c1c(C)c2cnc(N[C@@H]3CCOC[C@H]3O)cc2n(C2CCCC2)c1=O,385.4640000000002
Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1,328.41600000000005
CC(C)CCn1c(CN2C(=O)N(C3CC3)Cc3ccccc32)nc2cc(CN)ccc21,417.5570000000002
COc1ccc(CC(=O)O)cc1Oc1ccc(NC(=O)C(C)(C)C)cc1CSC(C)(C)C,459.6080000000004
CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,416.4720000000002
COCCN1CCCc2cc3c(c(C4CC4)c21)CCNCC3,300.446
CC(=O)N1CC(F)(F)c2c(Sc3ncc(N4CCC5(CC4)COC[C@H]5N)nc3N)cccc21,476.5530000000004
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,287.35900000000004
CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,290.403
CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O,370.4450000000001
C1CCC2(C1)[C@H]1CN(CC3CC3)C[C@@H]2CN(CC2CC2)C1,288.4790000000001
C=CC(=O)N1CC[C@H](Oc2nc(-c3n[nH]c(=O)[nH]3)cc3ccccc23)C1,351.3660000000001
N[C@@H](Cc1ccc(O)cc1)C(=O)O,181.191
C[n+]1cccc(C(N)=O)c1,137.162
CN1CC2CCN(c3ccc(-c4ccc(-n5ncccc5=O)cc4)cc3)C2C1,372.47200000000015
CCOC(=O)[C@H](C)N[P@](=O)(CO[C@@H]1C=C(F)[C@H](n2cnc3c(N)ncnc32)O1)Oc1ccccc1,506.43100000000015
Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NCC2CCC(CNCCCNC3CCCCC3)CC2)n1,566.7320000000002
O=C(/C=C/c1c(-c2ccccc2)nn2ccccc12)N1CCCC[C@@H]1CCO,375.4720000000003
CCCCCCCCC=CCCCCCCC(O)C(=O)O,298.467
COc1cccc(C2(O)CCCCC2CN(C)C)c1,263.3809999999999
C[C@H]1C[C@@H](n2c(Nc3ccc(OC(F)(F)F)cc3)nc3cc(CCC(=O)O)ccc32)CC(C)(C)C1,489.5380000000004
COc1cc(N)c(Cl)cc1C(=O)NC1CCN2CCCC1C2,323.8240000000002
C[C@]12CCC3C(C(=O)C=C4C[C@@H](O)CC[C@@]43C)C1CCC2=O,302.41400000000004
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,285.77400000000006
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,467.6500000000003
CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)COP(=O)(O)O,436.52600000000007
CNC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncc(F)cn2)c1OC,436.4470000000001
CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,353.4190000000001
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1,444.5390000000002
CC(C)Cc1ccc(CC(=O)O)cc1,192.258
C#CCN(C)[C@H](C)Cc1ccccc1,187.286
OB(O)O,61.83300000000001
CC(N)C12CC3CC(CC(C3)C1)C2,179.30699999999996
CC(=O)N[C@@H](CS)C(=O)O,163.198
CN1C(=O)OC(C)(C)C1=O,143.142
C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,543.6150000000004
NCCCCCC(=O)O,131.175
C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,310.43700000000007
CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(C)C)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O,861.0219999999999
COc1ccc(O)cc1,124.13899999999995
COc1ccc(COc2cc3oc(=O)c4cc(C(C)O)ccc4c3cc2OC)cc1,406.43400000000014
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,274.795
CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,390.4670000000003
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,289.33900000000006
FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,417.4200000000003
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.35800000000006
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.74500000000006
O=c1[nH]cc(F)c(=O)[nH]1,130.078
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,248.307
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,337.463
CCCC(C)(COC(N)=O)COC(N)=O,218.253
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.6620000000001
F[Ag],126.866
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,339.3910000000001
NCCC(O)(P(=O)(O)O)P(=O)(O)O,235.069
Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,340.448
O=C(O)/C=C/C(=O)O,116.072
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,213.189
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,314.3620000000001
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,319.4520000000001
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,404.4200000000002
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,264.31
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.2850000000001
CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O,523.6300000000003
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,402.48700000000025
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,371.2750000000001
